529
1025.0	389.0
1013.5	384.5
1024.0	378.0
1012.0	374.5
1022.0	367.0
1009.5	364.5
1019.0	356.0
1006.5	353.5
1016.0	345.0
1003.5	342.5
1013.0	334.0
1000.0	332.5
1009.0	323.0
996.0	321.5
1005.0	312.0
992.5	312.0
1000.0	302.0
987.0	300.5
996.0	291.0
983.5	291.0
991.0	281.0
978.5	281.0
986.0	271.0
973.0	272.0
980.0	261.0
967.0	262.0
974.0	251.0
961.5	253.5
967.0	242.0
956.5	248.0
958.0	236.0
964.5	248.0
951.0	246.0
963.5	251.0
952.0	258.0
964.0	264.0
952.0	270.0
964.5	275.0
953.0	282.0
965.0	288.0
953.0	294.0
965.0	300.0
953.0	306.0
965.0	312.0
953.0	318.0
964.0	326.0
951.0	330.0
959.0	341.5
945.0	341.0
950.0	353.5
937.0	350.0
942.0	362.5
929.0	359.0
932.5	372.0
920.0	367.0
922.0	380.5
910.0	374.0
911.0	387.0
900.0	380.0
898.5	393.0
889.0	384.0
887.5	397.0
878.0	388.0
876.5	401.0
867.0	392.0
865.5	405.0
856.0	396.0
853.5	408.5
845.0	399.0
842.5	411.5
834.0	402.0
831.5	414.5
823.0	405.0
820.5	417.5
812.0	408.0
803.5	417.5
801.0	405.0
792.5	414.5
790.0	402.0
780.5	411.0
779.0	398.0
769.5	407.0
768.0	394.0
758.5	403.0
757.0	390.0
748.5	399.5
746.0	387.0
738.5	397.0
735.0	385.0
727.5	395.0
724.0	383.0
717.5	393.5
713.0	382.0
706.5	392.5
702.0	381.0
695.5	391.5
691.0	380.0
684.5	390.5
680.0	379.0
673.5	389.5
669.0	378.0
663.5	389.0
658.0	378.0
652.5	389.0
647.0	378.0
642.5	389.5
636.0	379.0
630.5	390.0
625.0	379.0
620.5	390.5
614.0	380.0
609.5	391.5
603.0	381.0
599.5	393.0
592.0	383.0
588.5	395.0
581.0	385.0
577.5	397.0
570.0	387.0
566.5	399.0
559.0	389.0
554.5	400.5
548.0	390.0
544.5	402.0
537.0	392.0
532.5	403.5
526.0	393.0
520.5	404.0
515.0	393.0
506.5	402.5
504.0	390.0
495.5	399.5
493.0	387.0
483.5	396.0
482.0	383.0
472.0	390.5
472.0	378.0
462.0	385.5
462.0	373.0
451.0	380.0
452.0	367.0
441.5	373.0
443.0	361.0
431.5	366.5
434.0	354.0
422.0	358.0
426.0	346.0
414.0	350.0
418.0	338.0
405.5	340.5
411.0	329.0
400.0	323.5
411.0	318.0
399.5	311.0
412.0	306.0
401.5	299.5
413.0	295.0
402.5	288.5
414.0	284.0
403.5	277.5
415.0	273.0
404.5	266.5
416.0	262.0
405.5	255.5
417.0	251.0
404.5	248.5
414.0	240.0
403.0	245.0
409.5	257.0
396.0	255.0
401.0	267.5
388.0	264.0
394.5	276.0
381.0	274.0
389.0	285.5
375.0	285.0
383.0	296.5
369.0	296.0
376.0	307.0
363.0	306.0
369.5	318.0
356.0	316.0
364.0	327.5
350.0	327.0
360.0	337.0
346.0	339.0
356.0	349.0
342.0	351.0
352.5	360.0
339.0	363.0
350.0	371.0
337.0	375.0
348.5	382.0
336.0	387.0
348.5	392.0
337.0	399.0
350.5	402.0
340.0	411.0
354.0	413.0
344.0	423.0
358.0	422.5
350.0	434.0
364.5	432.5
357.0	445.0
370.0	441.5
365.0	454.0
