4109
52	973
53	973
54	973
55	973
56	973
57	973
58	973
59	973
60	973
61	973
62	973
63	973
64	973
65	973
66	973
67	973
50	972
51	972
52	972
67	972
68	972
69	972
70	972
71	972
72	972
73	972
74	972
75	972
76	972
77	972
78	972
79	972
80	972
81	972
82	972
83	972
84	972
48	971
49	971
50	971
84	971
85	971
86	971
87	971
88	971
89	971
90	971
91	971
92	971
93	971
94	971
95	971
96	971
47	970
48	970
96	970
97	970
98	970
99	970
100	970
101	970
102	970
103	970
104	970
105	970
106	970
107	970
48	969
49	969
107	969
108	969
109	969
110	969
111	969
112	969
113	969
114	969
115	969
116	969
49	968
50	968
116	968
117	968
118	968
119	968
120	968
121	968
122	968
123	968
124	968
125	968
50	967
51	967
125	967
126	967
127	967
128	967
129	967
130	967
131	967
132	967
133	967
51	966
52	966
133	966
134	966
135	966
136	966
137	966
138	966
139	966
140	966
52	965
53	965
140	965
141	965
142	965
143	965
144	965
145	965
146	965
147	965
53	964
54	964
147	964
148	964
149	964
150	964
151	964
152	964
153	964
54	963
55	963
153	963
154	963
155	963
156	963
157	963
158	963
159	963
160	963
55	962
56	962
160	962
161	962
162	962
163	962
164	962
165	962
56	961
57	961
165	961
166	961
167	961
168	961
169	961
170	961
171	961
57	960
58	960
171	960
172	960
173	960
174	960
175	960
176	960
58	959
59	959
176	959
177	959
178	959
179	959
180	959
181	959
182	959
59	958
60	958
182	958
183	958
184	958
185	958
186	958
187	958
60	957
61	957
187	957
188	957
189	957
190	957
191	957
61	956
62	956
191	956
192	956
193	956
194	956
195	956
196	956
62	955
63	955
196	955
197	955
198	955
199	955
200	955
201	955
63	954
64	954
201	954
202	954
203	954
204	954
205	954
64	953
65	953
205	953
206	953
207	953
208	953
209	953
65	952
66	952
209	952
210	952
211	952
212	952
213	952
214	952
66	951
67	951
214	951
215	951
216	951
217	951
218	951
67	950
68	950
218	950
219	950
220	950
221	950
222	950
68	949
69	949
222	949
223	949
224	949
225	949
226	949
69	948
70	948
226	948
227	948
228	948
229	948
230	948
70	947
71	947
230	947
231	947
232	947
233	947
71	946
72	946
233	946
234	946
235	946
236	946
237	946
72	945
73	945
237	945
238	945
239	945
240	945
241	945
73	944
74	944
241	944
242	944
243	944
244	944
74	943
75	943
244	943
245	943
246	943
247	943
248	943
75	942
76	942
248	942
249	942
250	942
251	942
76	941
77	941
251	941
252	941
253	941
254	941
255	941
77	940
78	940
255	940
256	940
257	940
258	940
78	939
79	939
258	939
259	939
260	939
261	939
79	938
80	938
261	938
262	938
263	938
264	938
265	938
80	937
81	937
265	937
266	937
267	937
268	937
81	936
82	936
268	936
269	936
270	936
271	936
82	935
83	935
271	935
272	935
273	935
274	935
83	934
84	934
274	934
275	934
276	934
277	934
84	933
85	933
277	933
278	933
279	933
280	933
85	932
86	932
280	932
281	932
282	932
283	932
86	931
87	931
283	931
284	931
285	931
286	931
287	931
87	930
88	930
287	930
288	930
289	930
290	930
88	929
89	929
290	929
291	929
292	929
293	929
89	928
90	928
293	928
294	928
295	928
296	928
90	927
91	927
296	927
297	927
298	927
299	927
91	926
92	926
299	926
300	926
301	926
302	926
92	925
93	925
302	925
303	925
304	925
305	925
93	924
94	924
305	924
306	924
307	924
308	924
94	923
95	923
308	923
309	923
310	923
311	923
95	922
96	922
311	922
312	922
313	922
314	922
96	921
97	921
314	921
315	921
316	921
97	920
98	920
316	920
317	920
318	920
319	920
98	919
99	919
319	919
320	919
321	919
322	919
99	918
100	918
322	918
323	918
324	918
325	918
100	917
101	917
325	917
326	917
327	917
328	917
101	916
102	916
328	916
329	916
330	916
331	916
102	915
103	915
331	915
332	915
333	915
334	915
103	914
104	914
334	914
335	914
336	914
104	913
105	913
336	913
337	913
338	913
339	913
105	912
106	912
339	912
340	912
341	912
342	912
106	911
107	911
342	911
343	911
344	911
345	911
107	910
108	910
345	910
346	910
347	910
348	910
108	909
109	909
348	909
349	909
350	909
109	908
110	908
350	908
351	908
352	908
353	908
110	907
111	907
353	907
354	907
355	907
356	907
111	906
112	906
113	906
356	906
357	906
358	906
113	905
114	905
358	905
359	905
360	905
361	905
114	904
115	904
361	904
362	904
363	904
364	904
115	903
116	903
364	903
365	903
366	903
116	902
117	902
366	902
367	902
368	902
369	902
117	901
118	901
369	901
370	901
371	901
372	901
118	900
119	900
372	900
373	900
374	900
119	899
120	899
374	899
375	899
376	899
377	899
120	898
121	898
377	898
378	898
379	898
121	897
122	897
379	897
380	897
381	897
382	897
122	896
123	896
382	896
383	896
384	896
385	896
123	895
124	895
385	895
386	895
387	895
124	894
125	894
387	894
388	894
389	894
390	894
125	893
126	893
390	893
391	893
392	893
126	892
127	892
392	892
393	892
394	892
395	892
127	891
128	891
395	891
396	891
397	891
128	890
129	890
397	890
398	890
399	890
400	890
129	889
130	889
400	889
401	889
402	889
130	888
131	888
402	888
403	888
404	888
405	888
131	887
132	887
405	887
406	887
407	887
132	886
133	886
407	886
408	886
409	886
410	886
133	885
134	885
410	885
411	885
412	885
134	884
135	884
412	884
413	884
414	884
415	884
135	883
136	883
415	883
416	883
417	883
136	882
137	882
417	882
418	882
419	882
